0	Boston Cleaners	10860 W Charleston Boulevard Summerlin	Las Vegas	NV	89135	10860 W Charleston Boulevard, Summerlin, Las Vegas, NV 89135
2	Ruby's Diner	3111 W Chandler Blvd Ste 2146	Chandler	AZ	85226	3111 W Chandler Blvd Ste 2146, Chandler, AZ 85226
